,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies
4667,2007,97,4600000,435746,1432799,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7938872,1432799,1,2
4668,2007,111,15000000,1294919,7938872,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7938872,7938872,1,2
4669,2005,108,1500000,75828,172569,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,172569,2888315,3,1
4670,2016,85,2000000,702537,2008649,17.689,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008649,2888315,3,1
4671,2005,92,4000000,342747,345041,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,345041,345041,1,1
4672,2005,80,3000000,4655,12155249,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12155249,12155249,1,1
4673,2004,82,3000000,2462,2462,14.406,3.8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2462,3259,2,1
4674,2017,92,1500000,3259,3259,18.108,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3259,3259,2,1
4675,2011,92,100000,1321194,1776935,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1776935,1776935,2,1
4676,2013,98,18000000,1034589,1197759,16.495,1.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1197759,2520835,2,1
4677,2007,100,10000000,6003262,33463522,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33463522,33463522,2,1
4678,2004,77,7000,424760,545436,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,545436,587174,2,1
4679,2013,96,50000,444098,587174,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,587174,587174,2,1
4680,2004,92,500000,173306,173306,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,173306,173306,1,1
4681,2004,87,3000,69816,69816,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10971298,69816,1,2
4682,2017,111,2000000,5904366,10971298,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10971298,10971298,2,2
4683,2015,88,100000,702354,828874,17.404,2.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,828874,10971298,2,4
4684,2005,85,15000,194523,195254,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,828874,9923855,3,4
4685,2014,91,100000,513447,596933,16.912,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,828874,596933,1,4
4686,2015,100,3500000,615816,615816,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,828874,615816,1,4
4687,2003,96,100000,12604,12604,13.879,2.9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12604,12604,1,1
4688,2004,93,200000,120488,120488,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120488,120488,1,1
4689,2004,107,3000000,26904,26904,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26904,26904,1,1
4690,2006,99,10000000,617236,1127463,15.338,2.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1127463,1127463,1,1
4691,2004,74,70000,2922354,3255426,14.406,3.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255426,3255426,1,1
4692,2004,88,185000,72234,72234,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,72234,72234,1,1
4693,2005,108,10000000,11967000,12128105,14.913,3.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12128105,12128105,1,1
4694,2005,91,650000,5361,5361,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5361,5361,1,1
4695,2005,97,1000000,3700,3700,14.913,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,3700,1,1
4696,2006,120,13000000,4899278,17471727,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17471727,17471727,1,1
4697,2004,100,20000000,19887556,28693920,14.406,3.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28693920,28693920,1,1
4698,2006,94,80000000,37384046,102338515,15.338,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102338515,102338515,1,1
4699,2005,95,500000,115314,115314,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1843537,115314,1,3
4700,2005,110,1000000,1706325,1843537,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1843537,1843537,1,3
4701,2005,82,10000000,131719,243524,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1843537,243524,2,3
4702,2007,85,5000000,67505,151449,15.626,1.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151449,243524,2,1
4703,2005,99,12000000,627844,750212,14.913,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750212,750212,1,1
4704,2005,108,6800000,52597,351401,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,571485,1806548,2,2
4705,2006,101,8000000,214864,571485,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,571485,571485,1,2
4706,2005,103,1000000,9015303,15151744,14.913,3.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15151744,15151744,1,3
4707,2006,84,60000,97182,97182,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,15151744,405380,2,3
4708,2009,90,10000000,100688,100688,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15151744,100688,1,3
4709,2010,98,650000,33245,405380,15.599,2.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,405380,405380,2,2
4710,2008,85,750000,8050,8050,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,405380,8050,1,2
4711,2006,78,2000000,13716,13716,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13716,13716,1,1
4712,2005,91,750000,537667,537667,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537667,537667,1,1
4713,2008,97,3500000,27349,1138322,15.605,-0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1138322,1138322,1,1
4714,2005,102,1200000,72810,72810,14.913,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72810,72810,1,1
4715,2006,99,3300000,150000,150000,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,150000,150000,1,1
4716,2004,118,7500000,3347647,3347647,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3347647,3347647,1,1
4717,2008,102,3000000,22282,22282,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22282,22282,1,1
4718,2005,103,500000,40758,40758,14.913,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,40758,40758,1,1
4719,2011,91,1000000,568662,887172,15.841,1.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,887172,8012838,2,2
4720,2014,117,1000000,13302,79624,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,887172,79624,1,2
4721,2004,80,1000000,11523,11523,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11523,11523,1,1
4722,2006,107,2000000,53609,53609,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53609,53609,1,1
4723,2005,94,1000000,808221,2708087,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2708087,2708087,1,1
4724,2005,106,1000000,2678691,3399228,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3399228,3399228,1,1
4725,2005,88,2000000,17986,17986,14.913,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17986,17986,1,1
4726,2006,114,3000000,166620,166620,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166620,166620,1,1
4727,2005,90,450000,7763,7763,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7763,7763,1,1
4728,2009,90,350000,50090,50090,15.209,-2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50090,50090,1,1
4729,2004,89,420000,14189,14189,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14189,14189,1,1
4730,2005,116,5500000,50633099,50652203,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50652203,50652203,1,1
4731,2003,89,300000,87264,87264,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87264,87264,1,1
4732,2006,85,1500000,175281,208550,15.338,2.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,208550,208550,2,4
4733,2010,85,800000,52604,156190,15.599,2.6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,208550,208550,2,4
4734,2007,90,600000,3072,3072,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,208550,3072,1,4
4735,2009,84,5000000,8297,8297,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,208550,8297,1,4
4736,2006,88,5000000,418689,648183,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,648183,648183,1,2
4737,2008,97,2000000,2804,2804,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648183,2804,1,2
4738,2018,83,2000000,8472,8472,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8472,622806,2,1
4739,2005,116,22000000,1054361,17709155,14.913,3.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17709155,17709155,1,1
4740,2007,104,5400000,115879,115879,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115879,115879,1,1
4741,2005,80,7000,70071,70071,14.913,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70071,70071,1,1
4742,2006,102,1200000,463542,463542,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,463542,595018,2,1
4743,2012,108,1200000,595018,595018,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,595018,595018,2,1
4744,2005,93,2000000,2010,2010,14.913,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,2010,1,1
4745,2006,90,2000000,30,30,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,1,1
4746,2006,123,20000000,13395961,13728450,15.338,2.9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13728450,13728450,1,1
4747,2006,88,50000,9946,28190,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28190,28190,1,1
4748,2006,87,35000000,14523101,16627188,15.338,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16627188,16627188,1,1
4749,2012,92,14000000,49130154,85446075,16.197,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,85446075,85446075,1,1
4750,2006,108,1000000,11455,11455,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11455,11455,1,1
4751,2006,135,1300000,641039,655927,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,655927,655927,1,1
4752,2005,97,9000000,1069318,1082784,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1082784,1082784,1,1
4753,2005,84,450000,379418,982814,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,982814,982814,1,1
4754,2010,91,7000000,7468936,9923855,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15447154,9923855,3,2
4755,2014,92,22000000,3242457,15447154,16.912,2.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,15447154,15447154,1,2
4756,2006,84,8000000,15032800,18707966,15.338,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18707966,18707966,1,1
4757,2006,112,8000000,18848430,18948425,15.338,2.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18948425,18948425,1,1
4758,2005,90,30000000,2216,2216,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2216,2216,1,1
4759,2006,83,750000,6404,6404,15.338,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6404,6404,1,1
4760,2005,105,1500000,3127472,3572758,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3572758,3572758,2,1
4761,2011,102,2500000,31478,31478,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31478,3572758,2,1
4762,2005,97,3000000,274245,274245,14.913,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,274245,274245,1,1
4763,2005,90,350000,409604,409604,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409604,409604,1,1
4764,2006,95,350000,10227,10227,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10227,10227,1,1
4765,2006,92,500000,654132,745327,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,745327,745327,1,1
4766,2006,100,24000000,234480,2724303,15.338,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2724303,2724303,1,1
4767,2005,78,10000,17341,17341,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17341,17341,1,1
4768,2006,98,3400000,95953,108187,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,108187,108187,1,1
4769,2006,85,3700000,26403,3419456,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3419456,3419456,1,1
4770,2006,90,400000,1692693,2522787,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2522787,43884652,2,1
4771,2014,101,5000000,18754371,43884652,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43884652,43884652,2,1
4772,2006,92,1500000,22251,61122,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,985007,61122,1,2
4773,2014,123,3000000,587774,985007,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,985007,985007,1,2
4774,2006,90,1000000,44999,44999,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,44999,44999,1,1
4775,2006,86,2800000,472185,472185,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,472185,472185,1,1
4776,2006,91,15000000,8117637,8224998,15.338,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8224998,8224998,1,1
4777,2006,88,2500000,321875,2795983,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2795983,2795983,2,2
4778,2007,105,3000000,351416,532726,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2795983,2795983,2,2
4779,2006,101,5000000,33190,97522,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,97522,97522,1,1
4780,2007,86,750000,5520368,5520368,15.626,1.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520368,5520368,1,1
4781,2018,107,30000000,4046429,9206925,18.638,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,9206925,27664723,2,2
4782,2010,108,12000000,102541,204940,15.599,2.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9206925,204940,1,2
4783,2007,100,3500000,3735717,8433048,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8433048,8433048,1,1
4784,2007,95,3000000,6900,6900,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,6900,1,1
4785,2009,96,3000000,548787,549495,15.209,-2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,549495,549495,1,1
4786,2005,80,5000,18389,18389,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18389,18389,1,1
4787,2007,98,1500000,13042,666553,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666553,666553,1,1
4788,2006,89,4000000,15680099,15680099,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15680099,15680099,1,1
4789,2006,103,500000,13804,22623,15.338,2.9,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22623,22623,1,1
4790,2006,86,900000,83354,83354,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,83354,83354,1,1
4791,2006,83,30000,8125,8125,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8125,8125,1,1
4792,2006,102,2500000,72210,72310,15.338,2.9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72310,72310,1,1
4793,2006,118,1500000,7506,7506,15.338,2.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7506,7506,1,1
4794,2006,105,20000000,21170563,21170563,15.338,2.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21170563,21170563,1,1
4795,2006,106,700000,2697938,4660481,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4660481,4660481,1,1
4796,2006,111,1000000,48896,48896,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,48896,48896,1,1
4797,2010,81,500000,20615,20615,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20615,3852409,3,1
4798,2015,101,16000000,33258,2084628,17.404,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2084628,3852409,3,1
4799,2007,90,500000,103318,103318,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,103318,103318,1,1
4800,2008,88,3400000,12636,12636,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12636,12636,1,1
4801,2008,80,2000000,53760,53760,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53760,53760,1,1
4802,2006,89,750000,24216,79226,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,79226,79226,1,1
4803,2006,100,2500000,119290,119290,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119290,119290,1,1
4804,2006,78,1000000,10787,1677967,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1677967,1677967,1,1
4805,2017,104,28000000,72110659,130560428,18.108,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130560428,183936074,4,2
4806,2017,96,7400000,22395806,26667197,18.108,2.4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,130560428,26667197,2,2
4807,2007,93,600000,8719,8719,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8719,8719,1,1
4808,2006,91,200000,4412,4412,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4412,4412,1,1
4809,2007,108,1500000,19074800,22179430,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22179430,22179430,1,1
4810,2006,97,2000000,7196,7196,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7196,7196,1,1
4811,2006,84,5000000,25900,25900,15.338,2.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25900,26667197,2,1
4812,2006,96,1000000,1236953,2811468,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2811468,2811468,1,1
4813,2007,101,6000000,714943,763578,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,763578,5042014,2,1
4814,2017,87,5000000,3614896,5042014,18.108,2.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5042014,5042014,2,1
4815,2006,88,1000000,446165,454026,15.338,2.9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,454026,454026,1,1
4816,2007,100,750000,15213,15213,15.626,1.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15213,15213,1,1
4817,2006,89,250000,97182,97182,15.338,2.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97182,97182,1,1
4818,2006,105,300000,102171,102171,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,102171,102171,1,1
4819,2006,100,2000000,8593,8593,15.338,2.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8593,8593,1,1
4820,2007,87,12000000,14059,14059,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14059,1194961,2,1
4821,2013,90,5000000,1189612,1194961,16.495,1.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1194961,1194961,2,1
4822,2006,81,1000000,7202,14967,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14967,14967,1,1
4823,2006,134,1000000,23457,23457,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23457,23457,1,1
4824,2011,97,20000000,4627375,4627375,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4627375,4627375,1,1
4825,2006,104,3500000,221096,563611,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,563611,563611,1,1
4826,2006,91,3300000,8070537,12083296,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17572289,17572289,2,2
4827,2015,106,20000000,6485961,17572289,17.404,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,17572289,17572289,2,2
4828,2007,93,15000000,22441,508084,15.626,1.9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,508084,508084,1,1
4829,2007,90,5000000,128024,237638,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,237638,237638,1,1
4830,2007,95,10000000,25775,2602098,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8041667,2602098,1,2
4831,2012,84,6000000,5909483,8041667,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8041667,8041667,1,2
4832,2009,141,47000000,3622,3549016,15.209,-2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3549016,3549016,1,1
4833,2006,101,2400000,1008849,1420418,15.338,2.9,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1420418,1420418,2,1
4834,2008,88,2500000,575048,1141018,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1141018,1420418,2,1
4835,2008,84,25000000,13816982,46651414,15.605,-0.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47046281,46651414,1,2
4836,2017,92,30000000,289308,47046281,18.108,2.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47046281,47046281,1,2
4837,2007,91,500000,12232,12232,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12232,12232,1,1
4838,2006,80,750000,271000,1657729,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1657729,1657729,1,1
4839,2016,99,21500000,2280004,4811525,17.689,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4811525,4811525,2,1
4840,2009,95,900000,101215,101215,15.209,-2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101215,1178831,3,1
4841,2011,101,750000,78396,1178831,15.841,1.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1178831,1178831,3,1
4842,2006,83,60000,23465,150609,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150609,150609,1,2
4843,2009,79,40000,25572,25572,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150609,25572,1,2
4844,2009,107,2000000,17282,17282,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17282,17282,1,1
4845,2007,165,10000000,1924,25309,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25309,25309,1,1
