imdb_title_id,title,year,genre,duration,country,language,director,writer,production_company,actors,budget,usa_gross_income,worlwide_gross_income,reviews_from_users,reviews_from_critics
tt0387514,Prime,2005,"Comedy, Drama, Romance",105,USA,English,Ben Younger,Ben Younger,Prime Film Productions LLC,"Uma Thurman, Meryl Streep, Bryan Greenberg, Jon Abrahams, Adriana Biasi, David Younger, Palmer Brown, Zak Orth, Annie Parisse, Aubrey Dollar, Jerry Adler, Doris Belack, Ato Essandoh, David Anzuelo, Naomi Aborn",22000000,22827153,67937494,197.0,124.0
tt0387564,Saw,2004,"Horror, Mystery, Thriller",103,USA,English,James Wan,"Leigh Whannell, James Wan",Evolution Entertainment,"Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung, Dina Meyer, Mike Butters, Paul Gutrecht, Michael Emerson, Benito Martinez, Shawnee Smith, Makenzie Vega, Monica Potter, Ned Bellamy, Alexandra Bokyun Chun, Avner Garbi",1200000,56000369,103911669,1584.0,314.0
tt0387575,Seed of Chucky,2004,"Comedy, Fantasy, Horror",87,"Romania, USA, UK","English, Japanese",Don Mancini,"Don Mancini, Don Mancini",Rogue Pictures,"Brad Dourif, Jennifer Tilly, Billy Boyd, Redman, Hannah Spearritt, John Waters, Keith-Lee Castle, Steve West, Tony Gardner, Jason Flemyng, Nicholas Rowe, Stephanie Chambers, Simon James Morgan, Betty Denville, Rebecca Santos",12000000,17083732,24829644,238.0,160.0
tt0387877,The Black Dahlia,2006,"Crime, Drama, Mystery",121,"USA, Germany, France","English, German",Brian De Palma,"Josh Friedman, James Ellroy",Universal Pictures,"Josh Hartnett, Scarlett Johansson, Aaron Eckhart, Hilary Swank, Mia Kirshner, Mike Starr, Fiona Shaw, Patrick Fischler, James Otis, John Kavanagh, Troy Evans, Anthony Russell, Pepe Serna, Angus MacInnes, Rachel Miner",50000000,22545080,49332692,660.0,244.0
tt0388182,King of California,2007,"Comedy, Drama",93,USA,"English, Spanish",Mike Cahill,Mike Cahill,Millennium Films,"Michael Douglas, Evan Rachel Wood, Willis Burks II, Laura Kachergus, Paul Lieber, Kathleen Wilhoite, Anne L. Nathan, Arthur Santiago, Ashley Greene, Ian Hopps, Anna Khaja, Will Rothhaar, Annie O'Donnell, Greg Davis Jr., Jeanie Hackett",10000000,268461,1045786,69.0,91.0
tt0388183,King's Ransom,2005,"Comedy, Crime",95,"USA, Canada",English,Jeffrey W. Byrd,Wayne Conley,New Line Cinema,"Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay, Jackie Burroughs, Lisa Marcos, Roger Cross, Millie Tresierra, Rob Smith",15000000,4008527,4143652,20.0,23.0
tt0388230,Malevolence,2004,"Crime, Horror, Mystery",90,USA,English,Stevan Mena,Stevan Mena,,"R. Brandon Johnson, Samantha Dark, Heather Magee, Richard Glover, Courtney Bertolone, John Richard Ingram, Keith Chambers, Kevin McKelvey, Lenn Gross, Pamela Marie Guida, Mia Lotringer, Stevan Mena, Jay Cohen, David K. Guida II, Mark Dobil",200000,127287,258782,113.0,63.0
tt0388419,Christmas with the Kranks,2004,"Comedy, Family",99,USA,"English, Spanish",Joe Roth,"John Grisham, Chris Columbus",Revolution Studios,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh, Elizabeth Franz, Erik Per Sullivan, Cheech Marin, Jake Busey, Austin Pendleton, Tom Poston, Julie Gonzalo, RenÄ‚Â© Lavan, Caroline Rhea, Felicity Huffman, Patrick Breen",60000000,73780539,96593018,244.0,112.0
tt0388482,Transporter 2,2005,"Action, Thriller",87,"France, USA, Germany","English, French, Italian",Louis Leterrier,"Luc Besson, Robert Mark Kamen",EuropaCorp,"Jason Statham, Alessandro Gassmann, Amber Valletta, Kate Nauta, Matthew Modine, Jason Flemyng, Keith David, Hunter Clary, Shannon Briggs, FranÄ‚Â§ois BerlÄ‚Â©and, Raymond Tong, George Kapetan, Jeff Chase, Gregg Weiner, Gregg Davis",32000000,43095856,85167639,346.0,168.0
tt0388795,Brokeback Mountain,2005,"Drama, Romance",134,"USA, Canada","English, Spanish",Ang Lee,"Annie Proulx, Larry McMurtry",Focus Features,"Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche, Dave Trimble, Victor Reyes, Lachlan Mackintosh, Michelle Williams, Larry Reese, Marty Antonini, Tom Carey, Dan McDougall, Don Bland, Steven Cree Molison, Anne Hathaway",14000000,83043761,178062759,2307.0,298.0
tt0388980,The Greatest Game Ever Played,2005,"Biography, Drama, History",120,"USA, Canada",English,Bill Paxton,"Mark Frost, Mark Frost",Fairway Films,"James Paxton, Tom Rack, Armand Laroche, Peter Hurley, Gregory Terlecki, Jonathan Higgins, Matthew Knight, Luke Askew, Amanda Tilson, Elias Koteas, Jamie Merling, Eugenio Esposito, Marnie McPhail, Stephen Dillane, Robin Wilcock",26000000,15337393,15431177,117.0,85.0
tt0389722,30 Days of Night,2007,"Action, Horror, Thriller",113,"USA, New Zealand",English,David Slade,"Steve Niles, Stuart Beattie",Columbia Pictures,"Josh Hartnett, Melissa George, Danny Huston, Ben Foster, Mark Boone Junior, Mark Rendall, Amber Sainsbury, Manu Bennett, Megan Franich, Joel Tobeck, Elizabeth Hawthorne, Nathaniel Lees, Craig Hall, Chic Littlewood, Peter Feeney",30000000,39569000,75505977,562.0,300.0
tt0389790,Bee Movie,2007,"Animation, Adventure, Comedy",91,"USA, Australia",English,"Simon J. Smith, Steve Hickner","Jerry Seinfeld, Spike Feresten",DreamWorks Animation,"Jerry Seinfeld, RenÄ‚Â©e Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta, Sting, Oprah Winfrey, Larry Miller, Megan Mullally, Rip Torn",150000000,126631277,287594577,279.0,190.0
tt0389860,Click,2006,"Comedy, Drama, Fantasy",107,USA,"English, Portuguese, Japanese",Frank Coraci,"Steve Koren, Mark O'Keefe",Columbia Pictures,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Tatum McCann, Lorraine Nicholson, Katie Cassidy, Cameron Monaghan, Jennifer Coolidge",82500000,137355633,237681299,746.0,176.0
tt0390022,Friday Night Lights,2004,"Action, Drama, Sport",118,"Germany, USA",English,Peter Berg,"Buzz Bissinger, David Aaron Cohen",Universal Pictures,"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke, Jay Hernandez, Lee Jackson, Lee Thompson Young, Tim McGraw, Grover Coulson, Connie Britton, Connie Cooper, Kasey Stevens, Ryanne Duzich, Amber Heard, Morgan Farris",30000000,61255921,61950770,316.0,124.0
tt0390221,Maria Full of Grace,2004,"Crime, Drama",101,"Colombia, Ecuador, USA","Spanish, English",Joshua Marston,Joshua Marston,HBO Films,"Catalina Sandino Moreno, Virgina Ariza, Yenny Paola Vega, Rodrigo SÄ‚Ë‡nchez Borhorquez, Charles Albert PatiÄ‚Â±o, Wilson Guerrero, Johanna Andrea Mora, Fabricio Suarez, Mateo Suarez, Evangelina Morales, Juana Guarderas, Jhon Ä‚ďż˝lex Toro, Jaime Osorio GÄ‚Ĺ‚mez, Guilied Lopez, Victor Macias",3000000,6529624,12594630,178.0,158.0
tt0390384,Primer,2004,"Drama, Sci-Fi, Thriller",77,USA,"English, French",Shane Carruth,Shane Carruth,ERBP,"Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya, Carrie Crawford, Jay Butler, John Carruth, Juan Tapia, Ashley Warren, Samantha Thomson, Chip Carruth, Delaney Price, Jack Pyland, Keith Bradshaw, Ashok Upadhyaya",7000,424760,545436,434.0,128.0
tt0391104,Baptists at Our Barbecue,2004,"Comedy, Romance",92,USA,English,Christian Vuissa,"F. Matthew Smith, Robert Farrell Smith",Blue Crow Productions,"Steve Anderson, Heather Beers, Wayne Brennan, Katherine Brim, Jan Broberg, Bonnie Burt, Michael Anthony Christian, Tyson E. Dewsnup, Bernie Diamond, Patrick Eugene Donahue, Jake Patrick Evans, John Foss, Alex Gerrish, Frank Gerrish, Deborah E. Graves",500000,173306,173306,13.0,2.0
tt0391198,The Grudge,2004,"Horror, Mystery, Thriller",91,"USA, Japan","English, Japanese",Takashi Shimizu,"Stephen Susco, Takashi Shimizu",Columbia Pictures,"Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall, KaDee Strickland, Grace Zabriskie, Bill Pullman, Rosa Blasi, Ted Raimi, Ryo Ishibashi, YÄ‚Â´ko Maki, Yuya Ozeki, Takako Fuji, Takashi Matsuyama, Hiroshi Matsunaga",10000000,110359362,187281115,907.0,204.0
tt0391229,I Want Someone to Eat Cheese With,2006,"Comedy, Romance",80,USA,English,Jeff Garlin,Jeff Garlin,3 Arts Entertainment,"Jeff Garlin, Dan Castellaneta, Mina Kolb, Paul Mazursky, Rose Abdoo, Tim Kazurinsky, Jessy Schram, Rebecca Sage Allen, Henriette Mantel, David Pasquesi, Kate Merrill, Cita Orendain, Joey Slotnick, Patti Vasquez, Josh Rosenblatt",1500000,194568,194568,28.0,31.0
tt0391304,A Lot Like Love,2005,"Comedy, Drama, Romance",107,USA,"English, American Sign Language",Nigel Cole,Colin Patrick Lynch,Touchstone Pictures,"Amanda Peet, Ashton Kutcher, Taryn Manning, Aimee Garcia, Lee Garlington, Birdie M. Hale, Tyrone Giordano, Melissa van der Schyff, Theresa Spruill, James Read, Molly Cheek, Sarah Ann Morris, Gabriel Mann, Kathryn Hahn, Ali Larter",30000000,21845719,42886719,167.0,112.0
tt0391483,Take Out,2004,Drama,87,USA,"English, Mandarin, Spanish","Sean Baker, Shih-Ching Tsou","Sean Baker, Shih-Ching Tsou",Cre Film,"Charles Jang, Jeng-Hua Yu, Wang-Thye Lee, Justin Wan, Jeff Huang, Shih-Yun Tsou, Joe Chien, Waley Liu, Ed Jansen, David Liu, Eva Huang, Ethel Brooks, Victor Sally, Tanya Perez, Maria Greenspan",3000,69816,69816,7.0,36.0
tt0392465,Mozart and the Whale,2005,"Comedy, Drama, Romance",94,USA,English,Petter NÄ‚Â¦ss,Ronald Bass,Big City Pictures,"Josh Hartnett, Radha Mitchell, Gary Cole, Sheila Kelley, Erica Leerhsen, John Carroll Lynch, Nate Mooney, Rusty Schwimmer, Robert Wisdom, Allen Evangelista, Kelly B. Eviston, Jhon Goodwin, Christa Campbell, Jeffrey Brandle, Hollis Higgins",12000000,36006,84447,52.0,15.0
tt0393109,Brick,2005,"Action, Crime, Drama",110,USA,English,Rian Johnson,Rian Johnson,Bergman Lustig Productions,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White, Jonathan Cauff, Reedy Gibbs, Lucas Babin, Tracy Bitterolf, Ari Welkom",475000,2075743,3947579,495.0,252.0
tt0393162,Coach Carter,2005,"Biography, Drama, Sport",136,"USA, Germany",English,Thomas Carter,"Mark Schwahn, John Gatins",Coach Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan, Mel Winkler, Vincent Laresca, Sidney Faison, Octavia Spencer",30000000,67264877,76669554,226.0,117.0
tt0393735,The Shaggy Dog,2006,"Comedy, Family, Fantasy",98,USA,English,Brian Robbins,"Cormac Wibberley, Marianne Wibberley",Walt Disney Pictures,"Tim Allen, Kristin Davis, Zena Grey, Spencer Breslin, Danny Glover, Robert Downey Jr., Joshua Leonard, Shawn Pyfrom, Bess Wohl, Jarrad Paul, Annabelle Gurwitch, Jane Curtin, Philip Baker Hall, Joel David Moore, Jeanette Brox",50000000,61123569,87134280,87.0,79.0
tt0395251,The Producers,2005,"Comedy, Musical",134,USA,English,Susan Stroman,"Mel Brooks, Thomas Meehan",Universal Pictures,"Nathan Lane, Matthew Broderick, Uma Thurman, Will Ferrell, Gary Beach, Roger Bart, Eileen Essell, Michael McKean, David Huddleston, Debra Monk, Andrea Martin, Jon Lovitz, Bryn Dowling, Meg Gillentine, Kevin Ligon",45000000,19398532,38058335,419.0,162.0
tt0395495,Catch and Release,2006,"Comedy, Drama, Romance",124,USA,English,Susannah Grant,Susannah Grant,Columbia Pictures,"Jennifer Garner, Timothy Olyphant, Sam Jaeger, Kevin Smith, Juliette Lewis, Joshua Friesen, Fiona Shaw, Tina Lifford, Georgia Craig, Christopher Redman, Joyce Krenz, Sonja Bennett, Yorgo Constantine, Dan Parker, Nancy Hower",25000000,15539051,16159325,116.0,104.0
tt0395543,Forty Shades of Blue,2005,"Drama, Music, Romance",108,USA,English,Ira Sachs,"Michael Rohatyn, Ira Sachs",Charlie Guidance Productions,"Dina Korzun, Rip Torn, Darren E. Burrows, Andrew Lawrence Henderson, Elizabeth Morton, Joanne Pankow, Arielle Kight, J. Blackfoot, Red West, Jenny O'Hara, Jerry Chipman, Mary Jean Bentley, Charly Kayle, J. Allen Scott, Earl Randle",1500000,75828,172569,28.0,40.0
tt0395561,States of Grace,2005,Drama,128,USA,English,Richard Dutcher,Richard Dutcher,Destiny Entertainment,"Ignacio Serricchio, Lucas Fleischer, Lamont Stephens, Rachel Emmers, Jo-sei Ikeda, J.J. Boone, Eli Chatman, Desean Terry, Jeffrey Scott Kelly, John Pentecost, Pete Jackson, Rege Lewis, Danny Socorro Martinez, Mack-b, Samantha Klein",800000,203144,203144,30.0,3.0
tt0395584,The Devil's Rejects,2005,Horror,107,"USA, Germany","English, Spanish",Rob Zombie,"Rob Zombie, Rob Zombie",Lions Gate Films,"Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe, Ken Foree, Matthew McGrory, Leslie Easterbrook, Geoffrey Lewis, Priscilla Barnes, Dave Sheridan, Kate Norby, Lew Temple, Danny Trejo, Dallas Page, Brian Posehn",7000000,17044981,19390029,714.0,273.0
tt0395699,The Pacifier,2005,"Action, Comedy, Drama",95,"Canada, USA","English, Korean",Adam Shankman,"Thomas Lennon, Robert Ben Garant",Walt Disney Pictures,"Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow, Max Thieriot, Chris Potter, Carol Kane, Brad Garrett, Morgan York, Kegan Hoover, Logan Hoover, Bo Vink, Luke Vink, Tate Donovan, Scott Thompson",56000000,113086868,198636868,233.0,129.0
tt0395972,North Country,2005,Drama,126,USA,English,Niki Caro,"Michael Seitzman, Clara Bingham",Warner Bros.,"Charlize Theron, Thomas Curtis, Elle Peterson, Frances McDormand, Sean Bean, Woody Harrelson, Jeremy Renner, Richard Jenkins, Sissy Spacek, James Cada, Rusty Schwimmer, Linda Emond, Michelle Monaghan, Brad William Henke, Jillian Armenante",35000000,18337722,25211175,216.0,157.0
tt0396041,Gory Gory Hallelujah,2003,"Comedy, Fantasy, Horror",96,USA,English,Sue Corcoran,Angie Louise,Von Piglet Sisters,"Tim Gouran, Angie Louise, Jeffrey Gilbert, Todd Licea, Keith Winsted, Jason Collins, Joseph Franklin, David Frederick White, Sue Corcoran, Greg Allen, Paige Green, Josh List, Eric Jensen, Tony Doupe, Christine Kistler",100000,12604,12604,20.0,9.0
tt0396171,Perfume: The Story of a Murderer,2006,"Crime, Drama",147,"Germany, France, Spain, USA, Czech Republic, Belgium, Netherlands, Luxembourg, Latvia, UK",English,Tom Tykwer,"Andrew Birkin, Bernd Eichinger",Constantin Film,"Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany, AndrÄ‚Â©s Herrera, Simon Chandler, David Calder, Richard Felix, Birgit Minichmayr, Reg Wilson, Catherine Boisgontier, NÄ‚Ĺźria Casas, Carlos Gramaje, Sian Thomas, Michael Smiley",60000000,2223293,135039924,528.0,228.0
tt0396223,Sons of Provo,2004,"Comedy, Music",93,USA,English,Will Swenson,"Peter D. Brown, Will Swenson",Fresh-Mex Productions,"Will Swenson, Kirby Heyborne, Danny Tarasevich, Jennifer Erekson, Peter D. Brown, Maureen Eastwood, H.K. Baird, Karen C. Baird, Britani Bateman Underwood, Gavin Bentley, Marion Bentley, Michael Birkeland, Danielle Rae Bryan, Alison Akin Clark, Curt Doussett",200000,120488,120488,20.0,4.0
tt0396269,Wedding Crashers,2005,"Comedy, Romance",119,USA,English,David Dobkin,"Steve Faber, Bob Fisher",New Line Cinema,"Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams, Isla Fisher, Jane Seymour, Ellen Albertini Dow, Keir O'Donnell, Bradley Cooper, Ron Canada, Henry Gibson, Dwight Yoakam, Rebecca De Mornay, David Conrad, Jennifer Alden",40000000,209255921,285176741,664.0,183.0
tt0396555,Meet the Robinsons,2007,"Animation, Adventure, Comedy",95,USA,English,Stephen J. Anderson,"Jon Bernstein, Michelle Bochner Spitz",Walt Disney Animation Studios,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John H. H. Ford, Dara McGarry, Tom Kenny, Laurie Metcalf, Don Hall, Paul Butcher, Tracey Miller-Zarneke, Wesley Singerman, Jessie Flower, Stephen J. Anderson, Ethan Sandler",150000000,97822171,169333034,167.0,174.0
tt0396587,FAQs,2005,Drama,95,USA,English,"Everett Lewis, Joe Lia",Everett Lewis,,"Joe Lia, Allan Louis, Lance Lee Davis, Adam Larson, Joshua Paul, Art Roberts, Minerva Vier, Vince Parenti, Bryan Fox, Justin Meloni, Thomas Magazeno, Tara Nova",250000,1967,1967,13.0,7.0
tt0396592,Fat Albert,2004,"Animation, Comedy, Family",93,USA,English,Joel Zwick,"Bill Cosby, Charles Kipps",Twentieth Century Fox,"Kenan Thompson, Kyla Pratt, Dania Ramirez, Shedrack Anderson III, Aaron Frazier, Marques Houston, Alphonso McAuley, Keith Robinson, Jermaine Williams, Aaron Carter, Omarion, J. Mack Slaughter, Nick Zano, Annie Abbott, Alice Greczyn",26000000,48116322,48551322,92.0,60.0
tt0396752,Nanny McPhee,2005,"Comedy, Family, Fantasy",97,"USA, UK, France",English,Kirk Jones,"Emma Thompson, Christianna Brand",Universal Pictures,"Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster, Eliza Bennett, Jennifer Rae Daykin, RaphaÄ‚Â«l Coleman, Samuel Honywood, Holly Gibbs, Hebe Barnes, Zinnia Barnes, Angela Lansbury, Celia Imrie, Imelda Staunton, Elizabeth Berrington",25000000,47144110,121500821,192.0,130.0
tt0397044,Blood and Chocolate,2007,"Drama, Fantasy, Horror",98,"USA, UK, Germany, Romania","English, Romanian",Katja von Garnier,"Ehren Kruger, Christopher Landon",Metro-Goldwyn-Mayer (MGM),"Agnes Bruckner, Hugh Dancy, Olivier Martinez, Katja Riemann, Bryan Dick, Chris Geere, Tom Harper, John Kerr, Jack Wilson, Vitalie Ursu, Bogdan Voda, Kata DobÄ‚Ĺ‚, Rodica Mandache, Sandu Mihai Gruia, Helga Racz",15000000,3526847,6340723,193.0,103.0
tt0397065,House of Wax,2005,Horror,108,"Australia, USA",English,Jaume Collet-Serra,"Charles Belden, Chad Hayes",Warner Bros.,"Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton, Jared Padalecki, Jon Abrahams, Robert Ri'chard, Dragicia Debert, Thomas Adamson, Murray Smith, Sam Harkess, Damon Herriman, Andy Anderson",40000000,32064800,68766121,590.0,230.0
tt0397078,Just My Luck,2006,"Comedy, Fantasy, Romance",103,USA,English,Donald Petrie,"I. Marlene King, Amy Harris",New Regency Pictures,"Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner, Faizon Love, Missi Pyle, Makenzie Vega, Carlos Ponce, Tom Fletcher, Danny Jones, Harry Judd, Dougie Poynter, Tovah Feldshuh, Jaqueline Fleming, Dane Rhodes",28000000,17326650,38159905,153.0,101.0
tt0397101,The Skeleton Key,2005,"Drama, Horror, Mystery",104,"USA, Germany","English, French",Iain Softley,Ehren Kruger,Universal Pictures,"Kate Hudson, Gena Rowlands, John Hurt, Peter Sarsgaard, Joy Bryant, Maxine Barnett, Fahnlohnee R. Harris, Marion Zinser, Deneen Tyler, Ann Dalrymple, Trula M. Marcus, Tonya Staten, Thomas Uskali, Jen Apgar, Forrest Landis",43000000,47907715,91974818,390.0,197.0
tt0397313,Eight Below,2006,"Adventure, Drama, Family",120,USA,English,Frank Marshall,"David DiGilio, ToshirÄ‚Â´ IshidÄ‚Â´",Walt Disney Pictures,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg, Jason Biggs, D.J., Timba, Koda, Jasmin, Apache, Buck, Noble, Troika",40000000,81612565,120455994,280.0,127.0
tt0397535,Memoirs of a Geisha,2005,"Drama, Romance",145,"USA, Japan","English, Japanese",Rob Marshall,"Robin Swicord, Arthur Golden",Columbia Pictures,"Suzuka Ohgo, Togo Igawa, Mako, Samantha Futerman, Elizabeth Sung, Thomas Ikeda, Li Gong, Tsai Chin, Kaori Momoi, Zoe Weizenbaum, David Okihiro, Miyako Tachibana, Kotoko Kawamura, Karl Yune, Eugenia Yuan",85000000,57490508,162242962,565.0,227.0
tt0397892,Bolt,2008,"Animation, Adventure, Comedy",96,USA,English,"Byron Howard, Chris Williams","Dan Fogelman, Chris Williams",Walt Disney Animation Studios,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, ChloÄ‚Â« Grace Moretz, Randy Savage, Ronn Moss",150000000,114053579,309979994,206.0,232.0
tt0398017,Derailed,2005,"Crime, Drama, Thriller",108,"USA, UK","English, French",Mikael HÄ‚Ä„fstrÄ‚Â¶m,"Stuart Beattie, James Siegel",Di Bonaventura Pictures,"Vincent Cassel, Clive Owen, Addison Timlin, Melissa George, Jennifer Aniston, Sandra Bee, RZA, William Armstrong, Tom Conti, Rachael Blake, Richard Leaf, Xzibit, Catherine McCord, Denis O'Hare, Georgina Chapman",22000000,36024076,57479076,387.0,113.0
tt0398027,Down in the Valley,2005,"Drama, Romance, Thriller",108,USA,English,David Jacobson,David Jacobson,Element Films,"Edward Norton, Evan Rachel Wood, David Morse, Rory Culkin, Bruce Dern, John Diehl, Geoffrey Lewis, Elizabeth PeÄ‚Â±a, Kat Dennings, Hunter Parrish, Aviva Baumann, Aaron Fors, Heather Ashleigh, Jennifer Echols, Cesar Flores",8000000,568932,855009,113.0,69.0
tt0398165,The Longest Yard,2005,"Comedy, Crime, Sport",113,USA,English,Peter Segal,"Al Ruddy, Tracy Keenan Wynn",Paramount Pictures,"Adam Sandler, Chris Rock, Burt Reynolds, Nelly, Michael Irvin, Walter Williamson, Bill Goldberg, Terry Crews, Bob Sapp, Nicholas Turturro, Dalip Singh, Lobo Sebastian, Joey Diaz, Steve Reevis, David Patrick Kelly",82000000,158119460,190320568,330.0,138.0
tt0398286,Tangled,2010,"Animation, Adventure, Comedy",100,USA,English,"Nathan Greno, Byron Howard","Dan Fogelman, Jacob Grimm",Walt Disney Animation Studios,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Delaney Rose Stein, Nathan Greno, Byron Howard, Tim Mertens, Michael Bell, Bob Bergen",260000000,200821936,591794936,445.0,337.0
tt0398375,Rumor Has It...,2005,"Comedy, Drama, Romance",97,"USA, Germany, Australia","English, Spanish",Rob Reiner,Ted Griffin,Warner Bros.,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel, Rob Lanza, Lisa Vachon, Trevor Stock, Jennifer Taylor, Marcia Ann Burrs, Lynn Wanlass",70000000,43000262,88933562,212.0,107.0
tt0398712,Assault on Precinct 13,2005,"Action, Crime, Drama",109,"France, USA","English, Serbian",Jean-FranÄ‚Â§ois Richet,"John Carpenter, James DeMonaco",Rogue Pictures,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello, Drea de Matteo, John Leguizamo, Brian Dennehy, Ja Rule, Currie Graham, Aisha Hinds, Matt Craven, Fulvio Cecere, Peter Bryant, Kim Coates, Hugh Dillon",30000000,20040895,35294470,228.0,89.0
tt0398808,Bridge to Terabithia,2007,"Drama, Family, Fantasy",96,USA,English,Gabor Csupo,"Jeff Stockwell, David Paterson",Walden Media,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick, Bailee Madison, Kate Butler, Devon Wood, Emma Fenton, Grace Brannigan, Latham Gaines, Judy McIntosh, Patricia Aldersley, Lauren Clinton, Isabelle Rose Kircher, Cameron Wakefield",17000000,82272442,137587063,546.0,185.0
tt0398830,Cape of Good Hope,2004,"Comedy, Drama, Romance",107,"South Africa, USA","Afrikaans, English, Xhosa",Mark Bamford,"Suzanne Kay, Mark Bamford",Wonder View Films,"Debbie Brown, Farouk Valley-Omar, Parinita Jeaven, David Isaacs, Quanita Adams, Nthati Moshesh, Lillian Dube, Kamo Masilo, Eriq Ebouaney, MornÄ‚Â© Visser, Nick Boraine, Bo Petersen, Wayne Harrison, Anthea Thompson, Rick Bacon",3000000,26904,26904,7.0,17.0
tt0398842,The Celestine Prophecy,2006,"Adventure, Drama",99,USA,English,Armand Mastroianni,"James Redfield, Barnet Bain",Celestine Films LLC,"Matthew Settle, Thomas Kretschmann, Sarah Wayne Callies, Annabeth Gish, Hector Elizondo, Joaquim de Almeida, JÄ‚Ä˝rgen Prochnow, John Aylward, Castulo Guerra, Obba BabatundÄ‚Â©, Robyn Cohen, Petrus Antonius, Rachel Erickson, Joel Antonio Juan, Vernee Watson",10000000,617236,1127463,70.0,18.0
tt0398872,Clifford's Really Big Movie,2004,"Animation, Adventure, Comedy",74,USA,English,"Robert C. Ramirez, Steve Trenbirth","Rhett Reese, Robert C. Ramirez",Big Red Dog Productions,"John Ritter, Wayne Brady, Grey Griffin, Jenna Elfman, John Goodman, Jess Harnell, Kel Mitchell, Judge Reinhold, Kath Soucie, Cree Summer, Wilmer Valderrama, Earl Boen, Cam Clarke, Teresa Ganzel, Ernie Hudson",70000,2922354,3255426,9.0,9.0
tt0398913,DOA: Dead or Alive,2006,"Action, Adventure",87,"UK, Germany, Japan, USA",English,Corey Yuen,"J.F. Lawton, Adam Gross",Constantin Film,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter, Natassia Malthe, Kane Kosugi, Matthew Marsden, Eric Roberts, Steve Howey, Brian White, Kevin Nash, Collin Chou, Derek Boyer, Silvio Simac, Fang Liu",21000000,480813,7563172,186.0,118.0
tt0398963,Dorian Blues,2004,"Comedy, Drama, Romance",88,USA,English,Tennyson Bardwell,Tennyson Bardwell,Day Dreamer Films,"Michael McMillian, Lea Coco, Steve Fletcher, Mo Quigley, Austin Basis, Ryan Kelly Berkowitz, Chris Dallman, Leslie Elliard, Jeff Paul, Cody Nickell, Jack Abele, Richard Burke, Sian Heder, Carl Dana, Portia Kamons",185000,72234,72234,33.0,26.0
tt0399095,Trade,2007,"Crime, Drama, Thriller",120,"Germany, USA, Mexico","English, Spanish, Polish, Russian",Marco Kreuzpaintner,"Jose Rivera, Peter Landesman",Lionsgate,"Kevin Kline, Cesar Ramos, Alicja Bachleda, Paulina Gaitan, Marco PÄ‚Â©rez, Linda Emond, Zack Ward, Kate del Castillo, Tim Reid, Pasha D. Lychnikoff, Natalia Traven, Guillermo IvÄ‚Ë‡n, Christian Vazquez, JosÄ‚Â© Sefami, Leland Pascual",12000000,214307,1465077,98.0,67.0
