,Unnamed: 0,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income,DirectorGrossSum,ProductionCompSum,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
1130,1130,"[35, 80, 18, 10749, 53]",tt0270288,"[14, 1755, 1757]",Confessions of a Dangerous Mind,2002,13.493,1.7,113,"USA, Germany, Canada",George Clooney,30000000,16007718,33013805,1.0,1001619308.6666666,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
1131,1131,"[18, 27, 53, 10749]",tt0303361,"[29693, 29694]",May,2002,13.493,1.7,93,USA,Lucky McKee,500000,150277,264349,1.0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1132,1132,"[28, 80, 18, 53]",tt0279331,"[60, 763, 1809, 1810, 8411, 11462]",Dark Blue,2002,13.493,1.7,118,"USA, UK, Germany",Ron Shelton,15000000,9250301,12150301,62533400.0,657329136.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1133,1133,[35],tt0285462,"[2090, 2188]",Boat Trip,2002,13.493,1.7,94,"USA, Germany",Mort Nathan,20000000,8600126,15020293,1.0,189330473.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1135,1135,"[53, 18]",tt0183649,[711],Phone Booth,2002,13.493,1.7,81,USA,Joel Schumacher,13000000,46566212,97837138,982206956.0,456839864.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1137,1137,[27],tt0303816,"[35, 2763, 22953, 22954, 22955, 22956]",Cabin Fever,2002,13.493,1.7,93,USA,Eli Roth,1500000,21158188,30553394,1.0,15951112.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1138,1138,"[28, 53]",tt0160184,[33],D-Tox,2002,13.493,1.7,96,"Germany, USA",Jim Gillespie,55000000,79161,6632383,125586134.0,13610892577.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1139,1139,"[18, 27]",tt0285728,"[682, 25433, 86531, 86532]",Dahmer,2002,13.493,1.7,101,USA,David Jacobson,250000,144008,144008,1.0,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1140,1140,[35],tt0305711,"[306, 3929, 19352]",Just Married,2003,13.879000000000001,2.9,95,"USA, Germany",Shawn Levy,18000000,56127162,101564935,52970014.0,4543582620.666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1141,1141,"[35, 10749]",tt0295289,"[8411, 21447]",A Guy Thing,2003,13.879000000000001,2.9,101,USA,Chris Koch,20000000,15545431,17432163,1.0,1048748635.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1142,1142,"[28, 18]",tt0326769,[7293],Biker Boyz,2003,13.879000000000001,2.9,110,USA,Reggie Rock Bythewood,24000000,22076772,23510601,1.0,102066237.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1143,1143,"[27, 9648]",tt0309593,"[12, 3169]",Final Destination 2,2003,13.879000000000001,2.9,90,"USA, Canada",David R. Ellis,26000000,46961214,90342474,1.0,4046482621.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1144,1144,"[35, 10749]",tt0251127,[4],How to Lose a Guy in 10 Days,2003,13.879000000000001,2.9,116,"USA, Germany",Donald Petrie,50000000,105813373,177371441,249592821.0,12407503221.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1145,1145,"[28, 12, 35, 37]",tt0300471,"[158, 9195, 58262, 58263, 58264]",Shanghai Knights,2003,13.879000000000001,2.9,114,"USA, Hong Kong",David Dobkin,50000000,60476872,88323487,1.0,1525474649.2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1146,1146,"[14, 28, 80, 878, 53]",tt0287978,"[306, 508, 1171, 10104, 19551]",Daredevil,2003,13.879000000000001,2.9,103,USA,Mark Steven Johnson,78000000,102543518,179179718,18253415.0,3708700719.4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1147,1147,"[10751, 16, 12]",tt0283426,"[2, 3475, 3476, 5391]",The Jungle Book 2,2003,13.879000000000001,2.9,72,"USA, Australia",Steve Trenbirth,20000000,47901582,186303759,1.0,2074018028.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,1148,"[18, 36, 10752]",tt0279111,"[174, 1765, 17462]",Gods and Generals,2003,13.879000000000001,2.9,219,USA,Ron Maxwell,56000000,12882934,12923936,1.0,21495236.666666668,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1149,1149,"[18, 53, 80]",tt0289992,"[24, 33, 763, 831, 81128]",The Life of David Gale,2003,13.879000000000001,2.9,130,"USA, Germany, UK, Spain",Alan Parker,38000000,19955598,38955598,154089291.0,3031973910.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1150,1150,[35],tt0302886,"[27, 2364]",Old School,2003,13.879000000000001,2.9,88,USA,Todd Phillips,24000000,75585093,87055349,119754278.0,3122809420.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1151,1151,"[28, 80, 18]",tt0306685,"[1885, 6194]",Cradle 2 the Grave,2003,13.879000000000001,2.9,101,USA,Andrzej Bartkowiak,25000000,34712347,56489558,170995359.0,8579282102.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1152,1152,[35],tt0305669,"[1172, 9195]",Bringing Down the House,2003,13.879000000000001,2.9,105,USA,Adam Shankman,33000000,132716677,164729679,142223445.0,3202658034.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,1153,"[28, 18, 10752]",tt0314353,"[5, 497, 890, 13473]",Tears of the Sun,2003,13.879000000000001,2.9,121,USA,Antoine Fuqua,75000000,43734876,86468162,124081162.0,1280578434.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1154,1154,"[18, 28, 53, 80]",tt0269347,"[126, 11462]",The Hunted,2003,13.879000000000001,2.9,94,USA,William Friedkin,55000000,34244097,45496534,81583913.0,918966999.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1155,1155,"[18, 27, 878, 53]",tt0285531,"[79, 97, 172, 13040, 24939]",Dreamcatcher,2003,13.879000000000001,2.9,136,"USA, Canada",Lawrence Kasdan,68000000,33715436,81240406,25052000.0,1497426012.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1156,1156,"[28, 18, 9648, 53, 80]",tt0264395,"[763, 25358]",Basic,2003,13.879000000000001,2.9,98,"Germany, USA",John McTiernan,50000000,26793311,42792561,627840208.0,356083149.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
1157,1157,"[28, 53, 12, 878]",tt0298814,"[4, 496, 2199, 7161, 12213, 12214]",The Core,2003,13.879000000000001,2.9,135,"USA, Germany, Canada, UK",Jon Amiel,60000000,31186896,73498611,226121435.0,2092469256.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1158,1158,"[28, 18]",tt0266465,"[12, 16791, 21975, 37103]",A Man Apart,2003,13.879000000000001,2.9,109,"USA, Germany",F. Gary Gray,36000000,26736098,44350926,114354485.0,1814090214.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1159,1159,"[80, 18]",tt0304328,"[58, 694, 1811, 22308]",Levity,2003,13.879000000000001,2.9,100,"USA, France",Ed Solomon,7500000,209695,723040,1.0,102090632.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1160,1160,[35],tt0305224,"[5, 497, 2608]",Anger Management,2003,13.879000000000001,2.9,106,USA,Peter Segal,75000000,135645823,195745823,217472488.0,1800927303.6666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1161,1161,[27],tt0251736,"[1632, 10370]",House of 1000 Corpses,2003,13.879000000000001,2.9,89,USA,Rob Zombie,7000000,12634962,16829545,1.0,6544541.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1162,1162,"[9648, 53]",tt0309698,"[85, 441]",Identity,2003,13.879000000000001,2.9,90,USA,James Mangold,28000000,52159536,90259536,44862187.0,2683518671.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1163,1163,"[10751, 35]",tt0306841,"[2, 89603]",The Lizzie McGuire Movie,2003,13.879000000000001,2.9,94,USA,Jim Fall,17000000,42734455,55534455,2087228.0,3953122660.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1164,1164,"[12, 28, 878, 53]",tt0290334,"[306, 431, 9168, 19551, 79026, 79027]",X2,2003,13.879000000000001,2.9,134,"Canada, USA",Bryan Singer,110000000,214949694,407711549,319681096.0,2596592547.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1165,1165,"[35, 10751]",tt0317303,"[5, 497, 1302]",Daddy Day Care,2003,13.879000000000001,2.9,92,USA,Steve Carr,60000000,104297061,164433867,235931672.0,2158594055.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1166,1166,"[12, 28, 53, 878]",tt0234215,"[79, 172, 375, 1885, 6194]",The Matrix Reloaded,2003,13.879000000000001,2.9,138,USA,"Lana Wachowski, Lilly Wachowski",150000000,281576461,828770175,469146047.0,4395211860.4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1167,1167,"[28, 35, 10749, 53]",tt0309530,"[508, 711, 1171, 2522, 2721]",Down with Love,2003,13.879000000000001,2.9,101,"USA, Germany",Peyton Reed,35000000,20305251,39468111,90449929.0,853716435.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
1168,1168,"[14, 35]",tt0315327,"[33, 158, 159, 160]",Bruce Almighty,2003,13.879000000000001,2.9,101,USA,Tom Shadyac,81000000,242829261,484592874,938505332.0,3957446867.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1169,1169,"[16, 10751]",tt0266543,[3],Finding Nemo,2003,13.879000000000001,2.9,100,"USA, Australia","Andrew Stanton, Lee Unkrich",94000000,380843261,969023261,1.0,1910962880.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1170,1170,"[28, 80]",tt0317740,"[2609, 10163]",The Italian Job,2003,13.879000000000001,2.9,111,"USA, France, UK, Italy",F. Gary Gray,60000000,106128601,176070171,114354485.0,562547959.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1171,1171,"[27, 53]",tt0295700,"[491, 506, 508, 5755, 24211, 24212, 53350]",Wrong Turn,2003,13.879000000000001,2.9,84,"USA, Germany, Canada",Rob Schmidt,12600000,15418790,28650575,1.0,497763962.14285713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1172,1172,"[28, 80, 53]",tt0322259,"[24, 33, 333, 26281]",2 Fast 2 Furious,2003,13.879000000000001,2.9,107,"USA, Germany",John Singleton,76000000,127154901,236350661,235182979.0,3943985041.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1173,1173,[35],tt0329028,[12],Dumb and Dumberer: When Harry Met Lloyd,2003,13.879000000000001,2.9,85,USA,Troy Miller,19000000,26276465,39267515,1.0,7256360857.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1174,1174,"[35, 10749]",tt0339034,[20877],From Justin to Kelly,2003,13.879000000000001,2.9,81,USA,Robert Iscove,12000000,4928883,4928883,129017604.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1175,1175,"[28, 12, 35, 53]",tt0329717,"[5, 497]",Hollywood Homicide,2003,13.879000000000001,2.9,116,USA,Ron Shelton,75000000,30940691,51142659,74683701.0,2511197396.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1176,1176,"[35, 10749]",tt0318283,"[1171, 1403, 1423, 86256]",Alex & Emma,2003,13.879000000000001,2.9,96,USA,Rob Reiner,30000000,14218698,15368897,471296577.0,291103438.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1177,1177,"[28, 12, 35]",tt0305357,"[5, 4022, 10239, 19813]",Charlies Angels: Full Throttle,2003,13.879000000000001,2.9,106,USA,McG,120000000,100830111,259175788,264105545.0,1118473599.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1178,1178,"[18, 28, 878]",tt0286716,"[33, 10565, 11533, 19551]",Hulk,2003,13.879000000000001,2.9,138,USA,Ang Lee,137000000,132177234,245285165,143255933.0,4163601983.25,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1179,1179,[35],tt0333780,"[2308, 2527, 8411]","Legally Blonde 2: Red, White & Blonde",2003,13.879000000000001,2.9,95,USA,Charles Herman-Wurmfeld,45000000,90186328,124914842,10013424.0,735661635.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1180,1180,"[10751, 16, 12]",tt0165982,[521],Sinbad: Legend of the Seven Seas,2003,13.879000000000001,2.9,86,USA,"Patrick Gilmore, Tim Johnson",60000000,26483452,80767884,1.0,1298611100.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1181,1181,"[28, 53, 878]",tt0181852,"[5, 763, 6194, 7340, 19116, 23636]",Terminator 3: Rise of the Machines,2003,13.879000000000001,2.9,109,"USA, Germany, UK",Jonathan Mostow,200000000,150371112,433371112,177825559.0,3348728280.3333335,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1182,1182,"[12, 14, 28]",tt0325980,"[2, 130]",Pirates of the Caribbean: The Curse of the Black Pearl,2003,13.879000000000001,2.9,143,USA,Gore Verbinski,140000000,305413918,654264015,519611355.0,5055526982.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1183,1183,"[14, 28, 53, 878]",tt0311429,"[306, 475, 1507, 12087, 19352]",The League of Extraordinary Gentlemen,2003,13.879000000000001,2.9,110,"USA, Germany, Czech Republic, UK",Stephen Norrington,78000000,66465204,179265204,131183530.0,2688192604.8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1184,1184,"[12, 28, 35, 53, 80]",tt0172156,"[441, 10288]",Bad Boys II,2003,13.879000000000001,2.9,147,USA,Michael Bay,130000000,138608444,273339556,1479400378.0,2799932219.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1185,1185,"[12, 28, 35]",tt0274166,"[33, 694]",Johnny English,2003,13.879000000000001,2.9,88,"UK, France, USA",Peter Howitt,40000000,28082366,160466000,30037154.0,7367199807.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1186,1186,"[28, 12, 14, 53]",tt0325703,"[4, 657, 762, 840, 3324, 14362, 19105]",Lara Croft Tomb Raider: The Cradle of Life,2003,13.879000000000001,2.9,117,"USA, Germany, Japan, UK, Hong Kong",Jan de Bont,95000000,65660196,156505388,1186738886.0,2188857410.142857,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1187,1187,"[18, 36]",tt0329575,"[33, 158, 862, 7293, 9195]",Seabiscuit,2003,13.879000000000001,2.9,140,USA,Gary Ross,87000000,120277854,148336445,1.0,4587891411.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1188,1188,"[28, 12, 35, 10751, 878]",tt0338459,[7405],Spy Kids 3: Game Over,2003,13.879000000000001,2.9,84,USA,Robert Rodriguez,38000000,111761982,197101678,359182920.0,1554057514.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1189,1189,"[35, 10749]",tt0328828,"[33, 3169, 7161, 52942]",American Wedding,2003,13.879000000000001,2.9,96,"USA, Germany",Jesse Dylan,55000000,104565114,230990229,31283740.0,3852614626.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1190,1190,[18],tt0299930,"[136, 497, 877]",Gigli,2003,13.879000000000001,2.9,121,USA,Martin Brest,54000000,6087542,7266209,277035353.0,303366992.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1191,1191,[35],tt0322330,"[2, 3538, 93528]",Freaky Friday,2003,13.879000000000001,2.9,97,USA,Mark Waters,20000000,110230332,160846332,13753079.0,2635415106.6666665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1192,1192,"[28, 53, 80]",tt0257076,"[333, 441, 11728, 20033, 20034]",S.W.A.T.,2003,13.879000000000001,2.9,117,USA,Clark Johnson,80000000,116934650,207725639,1.0,1159316079.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1193,1193,[27],tt0329101,"[12, 371, 1565, 17611, 21783, 50102, 53063]",Freddy vs. Jason,2003,13.879000000000001,2.9,97,"Canada, USA",Ronny Yu,30000000,82622655,114908830,50688658.0,1073777441.142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1194,1194,[37],tt0316356,"[335, 9195, 10157, 18619]",Open Range,2003,13.879000000000001,2.9,139,USA,Kevin Costner,22000000,58331254,68296293,441835082.0,1841577620.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1195,1195,[35],tt0263757,"[2152, 8411]",Uptown Girls,2003,13.879000000000001,2.9,92,USA,Boaz Yakin,20000000,37182494,44617342,136706683.0,1032605113.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1196,1196,[28],tt0313911,"[368, 4000, 8411, 8807, 12027]",Agent Cody Banks,2003,13.879000000000001,2.9,102,"USA, Canada",Harald Zwart,28000000,47938330,58795814,1.0,483464907.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1197,1197,[35],tt0266747,[4],Marci X,2003,13.879000000000001,2.9,84,"Germany, USA",Richard Benjamin,20000000,1648818,1675706,45501402.0,12407503221.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1198,1198,"[27, 53]",tt0301470,"[60, 70, 738, 53348]",Jeepers Creepers 2,2003,13.879000000000001,2.9,104,USA,Victor Salva,17000000,35667218,63102666,59371303.0,401661862.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1199,1199,"[18, 14, 27, 9648, 10749, 53]",tt0304711,"[306, 8874, 14652]",The Order,2003,13.879000000000001,2.9,102,"USA, Germany",Brian Helgeland,38000000,7660806,11560806,279113594.0,4480321008.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
1200,1200,"[35, 18, 80]",tt0320244,[1420],Party Monster,2003,13.879000000000001,2.9,98,"USA, Netherlands","Fenton Bailey, Randy Barbato",5000000,742898,782606,1.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1201,1201,"[35, 18, 80, 53]",tt0325805,"[831, 1645, 2201, 6194, 7161, 11395, 21002]",Matchstick Men,2003,13.879000000000001,2.9,116,"USA, UK",Ridley Scott,62000000,36906460,65565672,1089088250.0,2483526057.142857,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1202,1202,[28],tt0285823,"[441, 7405, 10807]",Once Upon a Time in Mexico,2003,13.879000000000001,2.9,102,"USA, Mexico",Robert Rodriguez,29000000,56359780,98769390,359182920.0,2218853366.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1203,1203,[18],tt0335266,[70],Lost in Translation,2003,13.879000000000001,2.9,102,"USA, Japan",Sofia Coppola,4000000,44585453,118685453,10409377.0,736654244.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1204,1204,"[35, 10402, 10749]",tt0191133,[4],The Fighting Temptations,2003,13.879000000000001,2.9,123,USA,Jonathan Lynn,30000000,30250745,32445215,170460203.0,12407503221.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1205,1205,"[14, 28, 53]",tt0320691,"[126, 7733, 7734, 7735, 7736]",Underworld,2003,13.879000000000001,2.9,121,"USA, UK, Germany, Hungary",Len Wiseman,22000000,51970690,95708457,1.0,86739190.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1206,1206,"[28, 35, 53]",tt0266489,"[14, 2214]",Duplex,2003,13.879000000000001,2.9,89,"Germany, USA",Danny DeVito,40000000,9692135,19322135,33459416.0,1654741125.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1207,1207,"[12, 28, 35, 53]",tt0327850,"[5, 33, 655, 10339, 11581, 90249]",The Rundown,2003,13.879000000000001,2.9,104,USA,Peter Berg,85000000,47726342,80981914,9898412.0,3154423408.1666665,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1208,1208,[10749],tt0328589,"[679, 3983, 9195, 12207]",Under the Tuscan Sun,2003,13.879000000000001,2.9,113,"USA, Italy",Audrey Wells,18000000,43610723,58878723,635680.0,1628979681.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1209,1209,"[53, 80, 18]",tt0313443,"[333, 966, 8411]",Out of Time,2003,13.879000000000001,2.9,105,USA,Carl Franklin,50000000,41088845,55495563,79922632.0,955239099.6666666,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1210,1210,"[35, 10402]",tt0332379,"[4, 258, 2348, 8647, 21409, 88628]",The School of Rock,2003,13.879000000000001,2.9,109,"USA, Germany",Richard Linklater,35000000,81261177,131095614,24947659.0,2343425252.6666665,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1211,1211,"[18, 35]",tt0340377,"[921, 922]",The Station Agent,2003,13.879000000000001,2.9,89,USA,Tom McCarthy,500000,5739376,8701337,1.0,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1212,1212,"[80, 18, 9648, 53]",tt0335563,[35],Wonderland,2003,13.879000000000001,2.9,104,"Canada, USA",James Cox,5000000,1060512,2466444,1.0,195192290.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1213,1213,"[53, 80, 18, 9648]",tt0327056,"[79, 171, 172, 6194]",Mystic River,2003,13.879000000000001,2.9,138,"USA, Australia",Clint Eastwood,25000000,90135191,156595191,733791352.0,5211858981.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1214,1214,"[27, 28, 53]",tt0317676,"[1062, 1063, 1064, 8068]",House of the Dead,2003,13.879000000000001,2.9,90,"Germany, Canada, USA",Uwe Boll,12000000,10249719,13818181,1.0,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1215,1215,"[80, 35, 10749]",tt0138524,"[23, 33, 2092, 6556]",Intolerable Cruelty,2003,13.879000000000001,2.9,100,USA,"Joel Coen, Ethan Coen",60000000,35327628,119898783,185369710.0,4297680876.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1216,1216,"[28, 80]",tt0266697,"[14, 59, 39121]",Kill Bill: Vol. 1,2003,13.879000000000001,2.9,111,"USA, Japan",Quentin Tarantino,30000000,70099045,180899045,256712000.0,1183161890.6666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1217,1217,"[18, 53]",tt0313542,"[508, 1171, 10104]",Runaway Jury,2003,13.879000000000001,2.9,127,USA,Gary Fleder,60000000,49443628,80154140,161077731.0,1231660816.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1218,1218,[27],tt0324216,"[12, 1633, 2481, 10146, 14718, 53404]",The Texas Chainsaw Massacre,2003,13.879000000000001,2.9,98,USA,Marcus Nispel,9500000,80571655,107362708,1.0,1211862792.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1219,1219,"[18, 80, 53]",tt0312549,"[130, 9195]",Veronica Guerin,2003,13.879000000000001,2.9,98,"Ireland, UK, USA",Joel Schumacher,17000000,1571504,9439660,1146244876.0,4295964552.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1220,1220,"[9648, 53]",tt0199626,"[21126, 21128]",In the Cut,2003,13.879000000000001,2.9,119,"UK, Australia, USA",Jane Campion,12000000,4750602,23726793,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1221,1221,[18],tt0316465,"[497, 2184]",Radio,2003,13.879000000000001,2.9,109,USA,Michael Tollin,35000000,52333738,53293628,19772447.0,326419036.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1222,1222,[35],tt0306047,"[7405, 10958]",Scary Movie 3,2003,13.879000000000001,2.9,84,"USA, Canada",David Zucker,48000000,110003217,220673217,86930411.0,1001487333.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1223,1223,"[18, 80]",tt0363589,"[7429, 7430]",Elephant,2003,13.879000000000001,2.9,81,USA,Gus Van Sant,3000000,1266955,10012022,364438368.0,8643949.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,1224,"[18, 36]",tt0323944,"[35, 44, 14652]",Shattered Glass,2003,13.879000000000001,2.9,94,"USA, Canada",Billy Ray,6000000,2220008,2944752,1.0,523698552.3333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1225,1225,"[12, 28, 53, 878]",tt0242653,"[79, 172, 1885, 6194]",The Matrix Revolutions,2003,13.879000000000001,2.9,129,USA,"Lana Wachowski, Lilly Wachowski",150000000,139313948,427344031,469146047.0,5494014825.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1226,1226,"[35, 10751, 14]",tt0319343,"[12, 1607, 2645]",Elf,2003,13.879000000000001,2.9,97,USA,Jon Favreau,33000000,173840591,220885524,5480653.0,2558533768.6666665,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1227,1227,"[35, 10749, 18]",tt0314331,"[33, 284, 694, 10163]",Love Actually,2003,13.879000000000001,2.9,135,"UK, USA, France",Richard Curtis,40000000,59696144,244931766,1.0,3964873883.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1228,1228,"[16, 35, 10751]",tt0318155,"[430, 2785, 6194, 12006, 16061, 20734]",Looney Tunes: Back in Action,2003,13.879000000000001,2.9,91,"Germany, USA",Joe Dante,80000000,20991364,68514844,54682547.0,2631008846.6666665,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1229,1229,[12],tt0311113,"[33, 306, 9118, 53009]",Master and Commander: The Far Side of the World,2003,13.879000000000001,2.9,138,USA,Peter Weir,150000000,93927920,210327920,264118201.0,7056902086.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,1230,"[27, 53]",tt0348836,"[441, 1786, 6194]",Gothika,2003,13.879000000000001,2.9,98,"USA, France, Canada, Spain",Mathieu Kassovitz,40000000,59694580,141591324,1.0,6795588824.666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1231,1231,"[18, 80, 53]",tt0315733,"[10059, 10887, 10888]",21 Grams,2003,13.879000000000001,2.9,124,USA,Alejandro G. IĂ„â€šĂ‚Â±Ă„â€šĂ‹â€ˇrritu,20000000,16290476,60427839,1.0,0.3333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1232,1232,"[18, 35, 80]",tt0307987,"[5, 14722, 71989]",Bad Santa,2003,13.879000000000001,2.9,91,"Germany, USA",Terry Zwigoff,23000000,60060328,76488889,1.0,1463109722.6666667,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
