,Unnamed: 0,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income,DirectorGrossSum,ProductionCompSum,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
1025,1025,"[28, 12, 35]",tt0278295,[12],All About the Benjamins,2002,13.493,1.7,95,"USA, Germany",Kevin Bray,15000000,25916319,26306533,1.0,5413246886.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1026,1026,"[878, 12, 28]",tt0268695,"[27, 6194]",The Time Machine,2002,13.493,1.7,96,"USA, United Arab Emirates",Simon Wells,80000000,56832494,123729176,1.0,9336076876.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1027,1027,"[35, 18, 10749]",tt0290212,"[14, 14729, 69989]",Full Frontal,2002,13.493,1.7,101,USA,Steven Soderbergh,2000000,2512846,3438804,995575465.0,832516499.6666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1028,1028,"[16, 35, 10751, 12]",tt0268380,"[306, 9383, 11749]",Ice Age,2002,13.493,1.7,81,USA,"Chris Wedge, Carlos Saldanha",59000000,176387405,383257136,1.0,4130045225.3333335,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1029,1029,"[27, 28, 878]",tt0120804,"[248, 342, 939, 5755]",Resident Evil,2002,13.493,1.7,100,"UK, Germany, France, USA",Paul W.S. Anderson,33000000,40119709,102984862,163463388.0,23395224.75,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1030,1030,"[28, 35]",tt0284490,"[79, 172, 6194, 11391, 12485, 67989]",Showtime,2002,13.493,1.7,95,"USA, Australia",Tom Dey,85000000,38082712,77885672,99274467.0,3058541099.6666665,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1031,1031,"[14, 27, 28, 53]",tt0187738,"[12, 421, 5611, 11321, 11322, 11323, 11324, 19551]",Blade II,2002,13.493,1.7,117,"Germany, USA",Guillermo del Toro,54000000,82348319,155010032,25480490.0,767942178.625,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1032,1032,"[12, 10751, 878, 53]",tt0157472,"[4, 2348, 11533]",Clockstoppers,2002,13.493,1.7,94,USA,Jonathan Frakes,26000000,36989956,38793283,258615546.0,4163769971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1033,1033,"[12, 10751, 878, 53]",tt0157472,"[4, 2348, 11533]",Clockstoppers,2002,13.493,1.7,94,USA,Jonathan Frakes,26000000,36989956,38793283,258615546.0,4163769971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1034,1034,"[80, 18, 53]",tt0258000,"[1685, 7795]",Panic Room,2002,13.493,1.7,112,USA,David Fincher,48000000,96397334,197079546,697737222.0,48309350.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1035,1035,"[18, 10751]",tt0265662,"[2, 2605, 2939]",The Rookie,2002,13.493,1.7,127,USA,John Lee Hancock,22000000,75600072,80693537,1.0,2408576174.6666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1036,1036,"[18, 9648, 53, 80]",tt0257756,"[306, 508, 966, 1171, 10104, 20719]",High Crimes,2002,13.493,1.7,115,USA,Carl Franklin,42000000,41543917,63781810,16140822.0,2581956689.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1037,1037,"[35, 10749]",tt0283111,"[870, 2188]",Van Wilder,2002,13.493,1.7,92,"Germany, USA",Walt Becker,5000000,21305259,38275483,1.0,324469316.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1038,1038,"[28, 12, 80, 53]",tt0264472,[4],Changing Lanes,2002,13.493,1.7,98,USA,Roger Michell,45000000,66818548,94935764,363944522.0,11663055060.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1039,1039,"[10749, 35]",tt0253867,[85],The Sweetest Thing,2002,13.493,1.7,84,USA,Roger Kumble,43000000,24718164,69319426,76347426.0,343149513.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1040,1040,"[35, 18, 10749]",tt0259446,"[3268, 4171, 12026, 22210, 95018]",My Big Fat Greek Wedding,2002,13.493,1.7,95,"Canada, USA",Joel Zwick,5000000,241438208,368744044,1.0,85926428.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1041,1041,"[80, 18, 53]",tt0264935,"[97, 6194, 23382]",Murder by Numbers,2002,13.493,1.7,115,USA,Barbet Schroeder,50000000,31945749,56714147,48017402.0,4994953385.666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1042,1042,"[28, 14, 12]",tt0277296,"[33, 7385, 7588, 11462]",The Scorpion King,2002,13.493,1.7,92,"USA, Germany, Belgium",Chuck Russell,60000000,91047077,167164779,593878969.0,3744716276.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1043,1043,"[35, 18, 10749]",tt0282687,"[508, 1171, 1302, 10104, 77845, 81134]",Life or Something Like It,2002,13.493,1.7,103,USA,Stephen Herek,40000000,14448589,16872671,444674621.0,755951735.1666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1044,1044,"[80, 18, 9648, 53]",tt0235737,"[97, 3982, 96043]",The Salton Sea,2002,13.493,1.7,103,USA,D.J. Caruso,18000000,764554,1073198,1.0,575891282.3333334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1045,1045,"[14, 28]",tt0145487,"[5, 19551]",Spider-Man,2002,13.493,1.7,121,USA,Sam Raimi,139000000,407022860,825025036,63204143.0,1537310532.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1046,1046,"[53, 18]",tt0250797,"[508, 711, 1171, 58248]",Unfaithful,2002,13.493,1.7,124,"France, Germany, USA",Adrian Lyne,50000000,52775765,119137784,293804165.0,797076509.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1047,1047,"[18, 35, 10749]",tt0276751,[33],About a Boy,2002,13.493,1.7,101,"UK, USA, France, Germany","Chris Weitz, Paul Weitz",30000000,41385278,130549455,1.0,13610892577.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1048,1048,"[12, 28, 878]",tt0121765,[1],Star Wars: Episode II - Attack of the Clones,2002,13.493,1.7,142,USA,George Lucas,115000000,310676740,649436358,1027082707.0,1027082708.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1049,1049,"[18, 53]",tt0278435,[8880],Enough,2002,13.493,1.7,115,USA,Michael Apted,38000000,40007742,51801187,485896343.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1050,1050,"[80, 9648, 53]",tt0278504,"[129, 1088, 1089]",Insomnia,2002,13.493,1.7,118,"USA, UK",Christopher Nolan,46000000,67355513,113758770,39723096.0,176816709.66666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1051,1051,"[37, 16, 12, 35, 10751]",tt0166813,"[27, 521]",Spirit: Stallion of the Cimarron,2002,13.493,1.7,83,USA,"Kelly Asbury, Lorna Cook",80000000,73280117,122563539,1.0,3133448035.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1052,1052,"[53, 28, 18]",tt0164184,"[4, 2767, 21409, 21410, 54502]",The Sum of All Fears,2002,13.493,1.7,124,"USA, Germany, Canada",Phil Alden Robinson,68000000,118907036,193921372,1.0,2540702185.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1053,1053,"[28, 35]",tt0279493,[33],Undercover Brother,2002,13.493,1.7,86,USA,Malcolm D. Lee,25000000,39089928,41604473,34573780.0,13610892577.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1054,1054,"[28, 12, 35, 53]",tt0280486,"[130, 9195, 11345]",Bad Company,2002,13.493,1.7,116,"USA, Czech Republic",Joel Schumacher,70000000,30160161,66200782,982206956.0,2552790918.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1055,1055,"[28, 18, 9648, 53]",tt0258463,"[33, 7383, 7384, 7385, 11345]",The Bourne Identity,2002,13.493,1.7,119,"USA, Germany, Czech Republic",Doug Liman,60000000,121661683,214034224,33006642.0,2781192847.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1056,1056,"[9648, 12, 35]",tt0267913,"[507, 748, 6194]",Scooby-Doo,2002,13.493,1.7,86,"USA, Australia",Raja Gosnell,84000000,153294164,275650703,337607183.0,4685527284.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1057,1057,"[18, 28, 36, 10752]",tt0245562,"[2812, 8411]",Windtalkers,2002,13.493,1.7,134,USA,John Woo,115000000,40914068,77628265,1016524075.0,828442197.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1058,1058,"[16, 10751]",tt0275847,"[2, 10217]",Lilo & Stitch,2002,13.493,1.7,85,USA,"Dean DeBlois, Chris Sanders",80000000,145794338,273144151,1.0,4743546039.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1059,1059,"[28, 53, 878, 9648]",tt0181689,"[27, 44, 56, 306, 766, 26265, 76068]",Minority Report,2002,13.493,1.7,145,USA,Steven Spielberg,102000000,132072926,358372926,3034557004.0,3515078690.714286,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1060,1060,"[35, 10749]",tt0280590,"[12, 441, 879, 2608]",Mr. Deeds,2002,13.493,1.7,96,USA,Steven Brill,50000000,126293452,171269535,1.0,2477448776.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1061,1061,"[28, 12, 35, 878]",tt0120912,"[5, 56, 441, 49325]",Men in Black II,2002,13.493,1.7,88,USA,Barry Sonnenfeld,140000000,193735288,445135288,1129245538.0,3342169279.5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1062,1062,"[16, 28, 10751]",tt0289408,"[174, 2785, 7899]",The Powerpuff Girls Movie,2002,13.493,1.7,73,USA,Craig McCracken,11000000,11412414,16426471,1.0,13590760.333333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1063,1063,"[12, 28, 14]",tt0253556,"[80, 158, 7692, 9195, 22902]",Reign of Fire,2002,13.493,1.7,101,"USA, UK, Ireland",Rob Bowman,60000000,43061982,82150183,192026686.0,1307569365.6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1064,1064,"[53, 80, 18]",tt0257044,"[27, 80, 306]",Road to Perdition,2002,13.493,1.7,117,USA,Sam Mendes,80000000,104454762,181001478,356296601.0,5826994728.333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1065,1065,"[27, 53]",tt0220506,[7405],Halloween: Resurrection,2002,13.493,1.7,94,USA,Rick Rosenthal,13000000,30354442,37664855,1.0,1391301084.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1066,1066,"[18, 36, 53]",tt0267626,"[4, 763, 2471, 10104, 11371, 20344]",K-19: The Widowmaker,2002,13.493,1.7,138,"UK, Germany, Canada, USA",Kathryn Bigelow,100000000,35168966,65716126,91812528.0,2040391603.3333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1067,1067,"[10751, 12, 16, 35]",tt0243585,"[5, 5752]",Stuart Little 2,2002,13.493,1.7,77,USA,Rob Minkoff,120000000,64956806,169956806,300135367.0,1323549003.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1068,1068,"[35, 80, 878]",tt0295178,"[12, 595, 598, 15888, 52943]",Austin Powers in Goldmember,2002,13.493,1.7,94,USA,Jay Roach,63000000,213307889,296655431,719036515.0,1167364611.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1069,1069,"[35, 18, 10749]",tt0271219,"[26468, 26469, 53009, 86089]",Tadpole,2002,13.493,1.7,78,USA,Gary Winick,150000,2891288,3200241,1.0,61816400.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1070,1070,"[18, 53, 878, 9648]",tt0286106,"[7383, 9195, 12236]",Signs,2002,13.493,1.7,106,USA,M. Night Shyamalan,72000000,227966634,408247917,920924413.0,1973301704.3333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1071,1071,"[28, 12, 10751]",tt0287717,[7405],Spy Kids 2: Island of Lost Dreams,2002,13.493,1.7,100,USA,Robert Rodriguez,38000000,85846429,119723358,239459562.0,1391301084.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1072,1072,"[18, 35, 10749]",tt0279113,"[43, 29602, 29603]",The Good Girl,2002,13.493,1.7,93,"USA, Germany, Netherlands",Miguel Arteta,8000000,14018296,16860964,1.0,29099874.333333332,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1073,1073,"[80, 18, 9648, 53]",tt0309377,"[171, 6194]",Blood Work,2002,13.493,1.7,110,USA,Clint Eastwood,50000000,26235081,31794718,701996634.0,7129098311.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1074,1074,"[28, 12, 53]",tt0295701,"[5, 333, 497]",xXx,2002,13.493,1.7,124,USA,Rob Cohen,70000000,142109382,277448382,596080570.0,1153997376.6666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1075,1075,"[28, 35, 878]",tt0180052,"[79, 97, 172, 54502]",The Adventures of Pluto Nash,2002,13.493,1.7,95,"USA, Australia",Ron Underwood,100000000,4420080,7103973,179033791.0,1408321601.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1076,1076,[12],tt0300532,"[23, 24, 33, 65082]",Blue Crush,2002,13.493,1.7,104,"USA, Germany",John Stockwell,25000000,40390647,51843679,19937988.0,3972456169.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1077,"[18, 9648, 10749]",tt0256276,"[174, 10146, 16061]",Possession,2002,13.493,1.7,102,"USA, UK",Neil LaBute,25000000,10113733,14815898,4714658.0,133305658.33333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1078,1078,"[27, 53]",tt0265459,"[43, 7053]",One Hour Photo,2002,13.493,1.7,96,USA,Mark Romanek,12000000,31597131,52223306,1.0,43649811.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1079,1079,"[35, 10749]",tt0261289,[4],Serving Sara,2002,13.493,1.7,99,"Germany, USA",Reginald Hudlin,29000000,16930185,20146150,144795656.0,11663055060.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1080,1080,"[28, 12, 18, 53]",tt0281322,"[14, 421]",Undisputed,2002,13.493,1.7,94,"USA, Germany, Japan",Walter Hill,20000000,12764657,14946150,80730702.0,1334566727.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1081,1081,"[27, 53]",tt0295254,"[1070, 1403, 2193, 2982, 16850, 19944, 46195, 48618]",Feardotcom,2002,13.493,1.7,101,"UK, Germany, Luxembourg, USA, Canada",William Malone,40000000,13258249,18902015,42593455.0,69727793.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1082,1082,"[80, 18, 9648]",tt0269095,"[174, 1171, 1403, 10958, 76490]",City by the Sea,2002,13.493,1.7,108,USA,Michael Caton-Jones,40000000,22449000,29676703,159330280.0,230275176.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1083,1083,"[18, 53]",tt0283026,"[306, 2150, 18619, 33433, 89630]",Swimfan,2002,13.493,1.7,85,USA,John Polson,10000000,28564995,34411240,1.0,2498031153.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1084,1084,"[35, 18]",tt0303714,[8411],Barbershop,2002,13.493,1.7,102,USA,Tim Story,12000000,75782105,77063924,1.0,1656884394.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1085,1085,"[28, 80, 53]",tt0293662,"[356, 972, 5358, 6896]",The Transporter,2002,13.493,1.7,92,"France, USA","Louis Leterrier, Corey Yuen",21000000,25296447,43928932,1.0,427350450.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1086,1086,"[35, 18]",tt0280760,[60],Igby Goes Down,2002,13.493,1.7,98,USA,Burr Steers,9000000,4777465,6919198,1.0,850923707.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1087,1087,"[28, 12, 53]",tt0308208,"[1171, 1403, 2755, 20033, 76491, 76492]",Ballistic: Ecks vs. Sever,2002,13.493,1.7,91,"USA, Germany",Wych Kaosayananda,70000000,14307963,20154899,1.0,135616771.16666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1088,1088,"[10752, 12, 18, 10749]",tt0240510,"[4, 14, 12552, 14160, 19477, 36612]",The Four Feathers,2002,13.493,1.7,132,"UK, USA",Shekhar Kapur,35000000,18306166,29882645,1.0,2365462254.6666665,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1089,1089,"[28, 80, 18, 53]",tt0280380,"[191, 278, 4154]",Trapped,2002,13.493,1.7,106,"USA, Germany",Luis Mandoki,30000000,7073251,13414416,148595622.0,74708901.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1090,1090,"[35, 18, 10749]",tt0274812,"[4730, 4731]",Secretary,2002,13.493,1.7,107,USA,Steven Shainberg,4000000,4059680,9304609,1.0,1023217.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1091,1091,"[35, 10749]",tt0256415,[9195],Sweet Home Alabama,2002,13.493,1.7,108,USA,Andy Tennant,30000000,127223418,180622424,98005666.0,5519764891.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1092,1092,"[10749, 18]",tt0179098,"[2154, 9195, 13816, 41251, 41252]",Moonlight Mile,2002,13.493,1.7,117,USA,Brad Silberling,21000000,6835856,10011050,486613308.0,1169935790.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1093,1093,"[80, 53, 27]",tt0289765,"[33, 8411]",Red Dragon,2002,13.493,1.7,124,"Germany, USA",Brett Ratner,78000000,93149898,209196298,592046866.0,7633888485.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1095,1095,"[18, 10751, 14, 10749, 878]",tt0283084,[2],Tuck Everlasting,2002,13.493,1.7,90,USA,Jay Russell,15000000,19161999,19344615,1.0,7135044608.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1096,1096,"[35, 18, 10749]",tt0272338,"[5, 12, 178]",Punch-Drunk Love,2002,13.493,1.7,95,USA,Paul Thomas Anderson,25000000,17844216,24665649,91775956.0,2717299429.6666665,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1097,1097,"[18, 9648, 53]",tt0267248,"[4, 158, 9195]",Abandon,2002,13.493,1.7,99,"USA, Germany, Canada",Stephen Gaghan,25000000,10727683,12302219,1.0,6066967295.666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1098,1098,"[27, 9648]",tt0298130,"[27, 6363, 49325]",The Ring,2002,13.493,1.7,115,USA,Gore Verbinski,48000000,129128133,249348933,270262422.0,1960308847.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1099,1099,"[18, 80]",tt0298744,"[58, 278, 10565]",Auto Focus,2002,13.493,1.7,105,USA,Paul Schrader,7000000,2063196,2704951,6330054.0,78768298.66666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1100,1100,"[27, 9648, 53]",tt0288477,"[79, 172, 1786, 6194, 53238]",Ghost Ship,2002,13.493,1.7,91,"USA, Australia",Steve Beck,20000000,30113491,68349884,1.0,3507132752.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1101,1101,"[18, 10749]",tt0120679,"[14, 35, 689, 690]",Frida,2002,13.493,1.7,123,"USA, Canada, Mexico",Julie Taymor,12000000,25885000,56298474,1.0,648314043.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1102,1102,"[28, 12, 35, 53]",tt0297181,[441],I Spy,2002,13.493,1.7,97,"USA, Hungary",Betty Thomas,70000000,33561137,50732945,335687404.0,4287430637.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1103,1103,"[14, 35, 10751]",tt0304669,"[2, 889, 12626]",The Santa Clause 2,2002,13.493,1.7,104,USA,Michael Lembeck,65000000,139236327,172855065,1.0,2378348202.6666665,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1104,1104,[18],tt0298203,"[23, 24]",8 Mile,2002,13.493,1.7,110,"USA, Germany",Curtis Hanson,41000000,116750901,242875078,214253623.0,1139466051.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,1105,"[18, 10749]",tt0297884,[7449],Far from Heaven,2002,13.493,1.7,107,"USA, France",Todd Haynes,13500000,15901849,29027914,787280.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1106,1106,"[12, 14, 10751]",tt0295297,"[436, 437, 6194]",Harry Potter and the Chamber of Secrets,2002,13.493,1.7,161,"UK, USA, Germany",Chris Columbus,100000000,262450136,879465594,2348552900.0,4928090490.333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,1107,"[12, 28, 53]",tt0246460,[7576],Die Another Day,2002,13.493,1.7,133,"UK, USA",Lee Tamahori,142000000,160942139,431971116,105178561.0,1047037503.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1108,1108,[35],tt0293815,[12],Friday After Next,2002,13.493,1.7,85,USA,Marcus Raboy,10000000,33253609,33526835,1.0,5413246886.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1109,1109,"[18, 28, 53, 10749]",tt0258068,"[14, 763, 932]",The Quiet American,2002,13.493,1.7,101,"UK, Germany, USA, Vietnam, Australia, France, Canada",Phillip Noyce,30000000,12988801,27674124,779796263.0,1084754733.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1110,1110,"[18, 878, 9648, 10749]",tt0307479,"[306, 574]",Solaris,2002,13.493,1.7,99,USA,Steven Soderbergh,47000000,14973382,30002758,995575465.0,7742663084.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
1111,1111,"[12, 16, 10751, 14, 878]",tt0133240,"[2, 10217]",Treasure Planet,2002,13.493,1.7,95,USA,"Ron Clements, John Musker",140000000,38176783,110041363,756762320.0,4743546039.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1112,1112,"[35, 80]",tt0289848,"[79, 172, 6194, 11391, 14719, 48638]",Analyze That,2002,13.493,1.7,96,USA,Harold Ramis,60000000,32130627,55003135,338175839.0,3058541099.6666665,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,1113,"[28, 18]",tt0262396,[13],Empire,2002,13.493,1.7,90,USA,Franc. Reyes,4000000,17600423,18591272,1.0,393054102.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1114,1114,"[35, 80, 18]",tt0268126,"[267, 278, 1274, 8856, 10565, 23227]",Adaptation.,2002,13.493,1.7,115,USA,Spike Jonze,19000000,22498520,32801173,23106667.0,73830556.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1115,1115,"[28, 878, 53]",tt0238380,"[7405, 35304]",Equilibrium,2002,13.493,1.7,107,USA,Kurt Wimmer,20000000,1203794,5368217,1.0,777904575.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1116,1116,"[18, 10749, 35, 10402]",tt0303933,[711],Drumline,2002,13.493,1.7,118,USA,Charles Stone III,20000000,56399184,57588485,1.0,456839864.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1117,1117,"[35, 18, 10749]",tt0252076,[2455],Maid in Manhattan,2002,13.493,1.7,105,USA,Wayne Wang,55000000,94011225,154906693,64900701.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1118,1118,"[878, 28, 12, 53]",tt0253754,[4],Star Trek: Nemesis,2002,13.493,1.7,116,USA,Stuart Baird,60000000,43254409,67336470,224336621.0,11663055060.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1119,1119,"[18, 35]",tt0257360,"[12, 1565]",About Schmidt,2002,13.493,1.7,125,USA,Alexander Payne,30000000,65016287,105834556,285112.0,2758701364.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1120,1120,"[12, 14, 28]",tt0167261,"[11, 12, 5237]",The Lord of the Rings: The Two Towers,2002,13.493,1.7,179,"New Zealand, USA",Peter Jackson,94000000,342551365,927600630,901851132.0,2396311945.6666665,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1121,1121,"[80, 18]",tt0307901,"[4319, 9195]",25th Hour,2002,13.493,1.7,135,USA,Spike Lee,5000000,13084595,23932055,137386151.0,2865645434.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1122,1122,"[18, 10749]",tt0168786,"[43, 2510]",Antwone Fisher,2002,13.493,1.7,120,USA,Denzel Washington,12500000,21078145,23367586,1.0,51720222.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1123,1123,"[18, 36, 80]",tt0217505,"[14, 7380, 7381]",Gangs of New York,2002,13.493,1.7,167,"USA, Italy",Martin Scorsese,100000000,77812000,193772504,336344573.0,904987878.6666666,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1124,1124,"[35, 10749]",tt0313737,"[79, 97, 172, 4258]",Two Weeks Notice,2002,13.493,1.7,101,"USA, Australia",Marc Lawrence,60000000,93354851,199043242,1.0,1394520006.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1125,1125,"[28, 80, 18, 53]",tt0272207,"[4, 35, 44]",Narc,2002,13.493,1.7,105,"USA, Canada",Joe Carnahan,6500000,10465659,12633747,15035.0,4254552809.3333335,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1126,1126,"[18, 80]",tt0264464,"[367, 368, 11084]",Catch Me If You Can,2002,13.493,1.7,141,"USA, Canada",Steven Spielberg,52000000,164615351,352114312,3034557004.0,0.3333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1127,1127,"[28, 35, 80, 18, 10402]",tt0299658,"[14, 734, 8797]",Chicago,2002,13.493,1.7,113,"USA, Germany, Canada",Rob Marshall,45000000,170687518,306776732,1.0,832516499.6666666,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
1128,1128,[18],tt0274558,"[4, 14, 258]",The Hours,2002,13.493,1.7,110,"USA, UK, France, Canada, Germany",Stephen Daldry,25000000,41675994,108846072,1.0,4992974933.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1129,1129,"[35, 80, 18, 10749, 53]",tt0270288,"[14, 1755, 1757]",Confessions of a Dangerous Mind,2002,13.493,1.7,113,"USA, Germany, Canada",George Clooney,30000000,16007718,33013805,1.0,1001619308.6666666,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
